geonameid;name;asciiname;altnames;lat;long;fclass;fcode;ccode;cc2;acode1;acode2;acode3;acode4;pop;elev;gtopo;tz;mdate
533974;Lotoshinskiy Rayon;Lotoshinskiy Rayon;Lotoshinskij Rajon,Lotoshinskiy Rayon,Lotosjinskij Rajon,Лотошинский Район;56.25;35.66667;A;ADM2;RU;;47;533974;;;18111;;155;Europe/Moscow;17.01.2012
1512205;Abaza;Abaza;ABAZA,Abaza,АБАЗА,Абаза;52.655;90.09278;P;PPL;RU;;31;;;;18094;;455;Asia/Krasnoyarsk;17.01.2012
558024;Gumbetovskiy Rayon;Gumbetovskiy Rayon;Gumbetovskij Rajon,Gumbetovskiy Rayon,Гумбетовский Район;42.83333;46.5;A;ADM2;RU;;17;Gumbetovskiy Rayon;;;18067;;2168;Europe/Moscow;17.01.2012
523392;Nar'yan-Mar;Nar'yan-Mar;Dzerzhinskiy,NAR'JAN-MAR,Nar'yan-Mar,Narjan Mar,Narjan-Mar,Naryan-Mar,naliyanmaleu,nar'jan-mar,НАРЬЯН-МАР,Нарьян-Мар,-,,;67.67126;53.08697;P;PPLA;RU;;50;;;;18041;;10;Europe/Moscow;15.12.2009
468671;Yasnogorsk;Yasnogorsk;JASNOGORSK,Jasnogorsk,Laptevo,Laptvo,Yasnogorsk,ЯСНОГОРСК;54.48082;37.69854;P;PPL;RU;;76;;;;18022;;249;Europe/Moscow;28.02.2012
577901;Beloozrskiy;Beloozerskiy;BELOOZERSKIJ,Beloozerskiy,Beloozjorskij,Beloozrskiy,БЕЛООЗЕРСКИЙ,Белоозёрский;55.45978;38.44358;P;PPL;RU;;47;;;;18007;;123;Europe/Moscow;17.01.2012
505806;Povorino;Povorino;POVORINO,Povorino,Poworino,Proverino,ПОВОРИНО,Поворино;51.1945;42.2457;P;PPL;RU;;86;;;;18004;;118;Europe/Moscow;17.01.2012
7290697;Izluchinsk;Izluchinsk;Izluchinsk,Излучинск;60.97944;76.92421;P;PPL;RU;;32;;;;18000;;52;Asia/Yekaterinburg;24.05.2010
578169;Belaya Glina;Belaya Glina;Belaja Glina,Belaya Glina,Glina,Белая Глина;46.07802;40.86651;P;PPL;RU;;38;;;;17997;;51;Europe/Moscow;17.01.2012
468307;Yegorlykskaya;Yegorlykskaya;Egorlykskaja,Jegorlykskaja,Yegorlkskaya,Yegorlykskaya,Егорлыкская;46.56564;40.65621;P;PPL;RU;;61;;;;17978;;98;Europe/Moscow;17.01.2012
548330;Kirsanov;Kirsanov;KIRSANOV,Kirsanov,Kirsanow,КИРСАНОВ,Кирсанов;52.65494;42.72236;P;PPL;RU;;72;;;;17975;;152;Europe/Moscow;17.01.2012
1501255;Kurtamysh;Kurtamysh;KURTAMYSH,Kurtamysh,Kurtamysj,КУРТАМЫШ,Куртамыш;54.91028;64.43194;P;PPL;RU;;40;;;;17936;;104;Asia/Yekaterinburg;17.01.2012
1504251;Kasli;Kasli;KASLI,Kasli,Kaslinskiy Zavod,КАСЛИ,Касли;55.8909;60.7616;P;PPL;RU;;13;;;;17911;;229;Asia/Yekaterinburg;17.01.2012
462984;Zhirnovsk;Zhirnovsk;ZHIRNOVSK,Zhirnovoye,Zhirnovsk,Zhirnovskiy,Zhirnoye,Zjirnovsk,ЖИРНОВСК;50.98448;44.77347;P;PPL;RU;;84;;;;17887;;134;Europe/Volgograd;17.01.2012
490067;Sovetsk;Sovetsk;Kukarka,SOVETSK,Soveck,Sovetsk,СОВЕТСК,Совецк;57.58475;48.95844;P;PPL;RU;;33;;;;17869;;109;Europe/Volgograd;17.01.2012
505060;Privolzhsk;Privolzhsk;PRIVOLZHSK,Privolzhsk,Yakovlevskoye,ПРИВОЛЖСК,Приволжск;57.38698;41.28666;P;PPL;RU;;21;;;;17864;;119;Europe/Moscow;17.01.2012
544293;Kosaya Gora;Kosaya Gora;KOSAJA GORA,Kosaja Gora,Kosaya Gora,Poselok Kosaya Gora,Poslok Kosaya Gora,КОСАЯ ГОРА,Косая Гора;54.11896;37.54459;P;PPLX;RU;;76;;;;17836;;233;Europe/Moscow;17.01.2012
522410;Nevel’;Nevel';NEVEL',Nevel,Nevel',Nevel’,Newel,НЕВЕЛЬ,Невель;56.02094;29.92844;P;PPL;RU;;60;;;;17832;;156;Europe/Moscow;17.01.2012
7117885;Raduzhnyy;Raduzhnyy;Raduzhnyj,Радужный;56.0038;40.33905;P;PPL;RU;;83;;;;17811;;160;Europe/Moscow;27.01.2010
464790;Zapolyarnyy;Zapolyarnyy;ZAPOLJARNYJ,Zapoljarnyj,Zapolyarnyy,ЗАПОЛЯРНЫЙ;69.41541;30.81355;P;PPL;RU;;49;;;;17789;;128;Europe/Moscow;17.01.2012
581321;Aprelevka;Aprelevka;APRELEVKA,Aprelevka,АПРЕЛЕВКА,Апрелевка;55.55194;37.0801;P;PPL;RU;;47;;;;17780;;199;Europe/Moscow;17.01.2012
1503940;Kedrovka;Kedrovka;KEDROVKA,Kedrovka,КЕДРОВКА,Кедровка;55.53333;86.05;P;PPL;RU;;29;;;;17752;;187;Asia/Novokuznetsk;17.01.2012
1509819;Bolotnoye;Bolotnoye;BOLOTNOE,Bolotinskoe,Bolotnoe,Bolotnoje,Bolotnoye,БОЛОТНОЕ,Болотное;55.67167;84.39806;P;PPL;RU;;53;;;;17704;;203;Asia/Novosibirsk;17.01.2012
472750;Volgorechensk;Volgorechensk;VOLGORECHENSK,Volgorechensk,Volgoretsjensk,ВОЛГОРЕЧЕНСК;57.43931;41.15553;P;PPL;RU;;37;;;;17700;;114;Europe/Moscow;17.01.2012
462522;Zimovniki;Zimovniki;Zimovniki,Зимовники;47.1474;42.4721;P;PPL;RU;;61;;;;17678;;65;Europe/Moscow;17.01.2012
1493687;Reftinskiy;Reftinskiy;REFTINSKIJ,Reftinskij,Reftinskiy,РЕФТИНСКИЙ,Рефтинский;57.09013;61.67692;P;PPL;RU;;71;;;;17673;;185;Asia/Yekaterinburg;17.01.2012
563472;Enem;Enem;EHNEM,Ehnem,Enem,ЭНЕМ,Энем;44.9271;38.90852;P;PPL;RU;;1;;;;17665;;24;Europe/Moscow;17.01.2012
485432;Svobody;Svobody;Poselok Svobody,Poselok-Seobody,Poslok Svobody,SVOBODY,Svobody,СВОБОДЫ;44.02556;43.05028;P;PPL;RU;;70;;;;17661;;495;Europe/Moscow;30.11.2008
523198;Navashino;Navashino;NAVASHINO,Navashino,Navasjino,НАВАШИНО,Навашино;55.5441;42.1968;P;PPL;RU;;51;;;;17551;;85;Europe/Moscow;28.02.2012
480801;Tsuntinskiy Rayon;Tsuntinskiy Rayon;Cuntinskij Rajon,Tsuntinskiy Rayon,Цунтинский Район;42.16667;46;A;ADM2;RU;;17;480801;;;17530;;2186;Europe/Moscow;17.01.2012
549741;Kholmskiy;Kholmskiy;Cholmskaja,KHOLMSKIJ,Kholmskaja,Kholmskaya,Kholmskij,Kholmskiy,ХОЛМСКИЙ,Холмская,Холмский;44.84694;38.385;P;PPL;RU;;38;;;;17494;;46;Europe/Moscow;17.01.2012
578534;Baymak;Baymak;BAJMAK,Bajmak,Baymak,Baymak-Tanalykovo,БАЙМАК,Баймак;52.59333;58.3225;P;PPL;RU;;8;;;;17493;;502;Asia/Yekaterinburg;17.01.2012
1497393;Nizhnyaya Salda;Nizhnyaya Salda;Nizhnjaja Salda,Nizhnyaya Salda,Nizjnjaja Salda,Salda,Нижняя Салда;58.07756;60.7202;P;PPL;RU;;71;;;;17473;;167;Asia/Yekaterinburg;17.01.2012
498708;Saraktash;Saraktash;SARAKTASH,Saraktash,Saraktasj,САРАКТАШ,Саракташ;51.78662;51.78662;P;PPL;RU;;55;;;;17413;;129;Asia/Yekaterinburg;17.01.2012
567774;Chudovo;Chudovo;CHUDOVO,Chudovo,Tschudowo,Tsjudovo,ЧУДОВО,Чудово;59.11667;31.68333;P;PPL;RU;;52;;;;17377;;32;Europe/Moscow;17.01.2012
575410;Boksitogorsk;Boksitogorsk;BOKSITOGORSK,Boksitogorsk,БОКСИТОГОРСК,Бокситогорск;59.47405;33.84853;P;PPL;RU;;42;;;;17366;;102;Europe/Moscow;17.01.2012
553092;Kantyshevo;Kantyshevo;Kantyshevo,Kantysjevo,Nartovo,Nartovskoya,Кантышево;43.22824;44.63322;P;PPL;RU;;19;;;;17363;;529;Europe/Moscow;04.08.2012
468657;Yasnyy;Yasnyy;JASNYJ,Jasnyj,Yasnyy,ЯСНЫЙ,Ясный;51.0333;59.8742;P;PPL;RU;;55;;;;17359;;356;Asia/Yekaterinburg;17.01.2012
545788;Kommunar;Kommunar;KOMMUNAR,Kommunar,КОММУНАР,Коммунар;59.62056;30.39;P;PPL;RU;;42;;;;17358;;64;Europe/Moscow;17.01.2012
506763;Polyarnyy;Polyarnyy;Aleksandrovsk,Alexandrovsk,POLJARNYJ,Poliarny,Poljarnyj,Polyarnoye,Polyarnyy,Port Alexandrovsk,ПОЛЯРНЫЙ,Полярный;69.19889;33.44778;P;PPL;RU;;49;;;;17332;;15;Europe/Moscow;17.01.2012
485871;Suvorovskaya;Suvorovskaya;Suvorovskaja,Suvorovskaya,Суворовская;44.1901;42.6595;P;PPL;RU;;70;;;;17261;;456;Europe/Moscow;17.01.2012
580850;Arsk;Arsk;ARSK,Arsk,АРСК,Арск;56.09151;49.87783;P;PPL;RU;;73;Arskiy Rayon;;;17243;;136;Europe/Moscow;17.01.2012
558799;Gribanovskiy;Gribanovskiy;Bol'shaya Gribanovka,Bol’shaya Gribanovka,GRIBANOVSKIJ,Gribanovskij,Gribanovskiy,Gribanowka,ГРИБАНОВСКИЙ,Грибановский;51.45792;41.97636;P;PPL;RU;;86;;;;17220;;166;Europe/Moscow;17.01.2012
1494091;Promyshlennaya;Promyshlennaya;PROMYSHLENNAJA,Promyshlennaja,Promyshlennaya,Promysjlennaja,ПРОМЫШЛЕННАЯ,Промышленная;54.9159;85.6385;P;PPL;RU;;29;;;;17216;;181;Asia/Novokuznetsk;17.01.2012
545575;Kondrovo;Kondrovo;KONDROVO,Kondrova,Kondrovo,Troitskoye,КОНДРОВО,Кондрово;54.80639;35.92778;P;PPL;RU;;25;;;;17151;;152;Europe/Moscow;17.01.2012
513042;Pallasovka;Pallasovka;Bulbin,Ney-Galka,PALLASOVKA,Palassovka,Pallasovka,Pallassowka,ПАЛЛАСОВКА,Палласовка;50.05;46.88333;P;PPL;RU;;84;;;;17139;;33;Europe/Volgograd;17.01.2012
517766;Novoul’yanovsk;Novoul'yanovsk;NOVOUL'JANOVSK,Novoul'yanovsk,Novouljanovsk,Novoul’yanovsk,НОВОУЛЬЯНОВСК;54.14961;48.38907;P;PPL;RU;;81;;;;17139;;99;Europe/Moscow;17.01.2012
7289676;Pokachi;Pokachi;Pokachi,Покачи;61.71982;75.36827;P;PPL;RU;;32;;;;17084;;54;Asia/Yekaterinburg;30.04.2010
1494907;Plast;Plast;Plast,Пласт;54.36914;60.81361;P;PPL;RU;;13;;;;17050;;308;Asia/Yekaterinburg;17.01.2012
695019;Ryl’sk;Ryl'sk;Ryl'sk,Rylsk,Ryl’sk,Рыльск;51.5655;34.6822;P;PPL;RU;;41;;;;17007;;172;Europe/Moscow;18.01.2012
2122894;Nevel’sk;Nevel'sk;Honto,Khonto,Nevel'sk,Nevelsk,Nevel’sk,Невельск;46.67333;141.86333;P;PPL;RU;;64;;;;17000;;136;Asia/Sakhalin;17.01.2012
539907;Kudepsta;Kudepsta;KUDEPSTA,Kudepsta,КУДЕПСТА,Кудепста;43.49547;39.89294;P;PPL;RU;;38;;;;17000;;6;Europe/Moscow;14.06.2012
2023058;Kavalerovo;Kavalerovo;KAVALEROVO,Kavalerovo,Kavaletovo,Kovalerovo,Kovalevo,КАВАЛЕРОВО,Кавалерово;44.2607;135.0537;P;PPL;RU;;59;;;;16945;;191;Asia/Vladivostok;05.04.2012
527968;Medvedovskaya;Medvedovskaya;Medvedevskaya,Medvedovskaja,Medvedovskaya,Medvyedovskaya,Медведовская;45.45151;39.02485;P;PPL;RU;;38;;;;16941;;15;Europe/Moscow;17.01.2012
517739;Novouzensk;Novouzensk;NOVOUZENSK,Novouzensk,НОВОУЗЕНСК,Новоузенск;50.45917;48.14306;P;PPL;RU;;67;;;;16932;;23;Europe/Volgograd;17.01.2012
505421;Pridonskoy;Pridonskoy;Pridonskoj,Pridonskoy,Придонской;51.68406;39.0727;P;PPL;RU;;86;;;;16896;;110;Europe/Moscow;17.01.2012
1502091;Krasnoobsk;Krasnoobsk;KRASNOOBSK,Krasnoobsk,КРАСНООБСК,Краснообск;54.9198;82.9909;P;PPL;RU;;53;;;;16894;;114;Asia/Novosibirsk;17.01.2012
527529;Menzelinsk;Menzelinsk;MENZELINSK,Menzelinsk,МЕНЗЕЛИНСК,Мензелинск;55.72706;53.10258;P;PPL;RU;;73;;;;16858;;98;Europe/Moscow;17.01.2012
480685;Tuchkovo;Tuchkovo;TUCHKOVO,Tuchkovo,Tutsjkovo,ТУЧКОВО;55.60111;36.46806;P;PPL;RU;;47;;;;16826;;210;Europe/Moscow;17.01.2012
567183;Danilov;Danilov;DANILOV,Danilov,Danilow,danillopeu,ДАНИЛОВ,Данилов,;58.1908;40.17171;P;PPL;RU;;88;;;;16808;;175;Europe/Moscow;17.01.2012
611182;Vasil’yevo;Vasil'yevo;Vasil'evo,Vasil'yevo,Vasilevo,Vasileyevo,Vasiljevo,Vasil’yevo,Васильево;55.83596;48.6582;P;PPL;RU;;73;Zelenodol'skiy Rayon;;;16800;;58;Europe/Moscow;17.01.2012
539689;Kukmor;Kukmor;Bol.Kukmor,KUKMOR,Kukmor,Бол.Кукмор,КУКМОР,Кукмор;56.1855;50.8944;P;PPL;RU;;73;;;;16795;;102;Europe/Moscow;17.01.2012
584298;Achkhoy-Martan;Achkhoy-Martan;Achkhoi-Martan,Achkhoj-Martan,Achkhoy-Martan,Achoj-Martan,Atsjkhoj-Martan,Ahoj-Martan,Iashkhojn-Marta,Novosel'skoe,Novosel'skoye,Novosel’skoe,Novosel’skoye,TIekh'a-Marta,Thexa-Marta,Thea-Marta,Wasxoyn-Marta,Waxoyn-Marta,Іашхойн-Марта,Ачхой-Мартан,Новосельское,ТІехьа-Марта;43.18997;45.28373;P;PPL;RU;;12;;;;16779;;245;Europe/Moscow;04.08.2012
509052;Plavsk;Plavsk;PLAVSK,Plavsk,Plavskiy,Plavskoye,Plawsk,ПЛАВСК,Плавск;53.70944;37.29194;P;PPL;RU;;76;;;;16763;;180;Europe/Moscow;17.01.2012
537107;Lakinsk;Lakinsk;LAKINSK,Lakinsk,Lakinskiy,ЛАКИНСК,Лакинск;56.01931;39.94848;P;PPL;RU;;83;;;;16706;;129;Europe/Moscow;17.01.2012
2121909;Poronaysk;Poronaysk;PORONAJSK,Poronajsk,Poronaysk,Shikika,Shikuka,Shisuka,Sikuka,ПОРОНАЙСК,Поронайск;49.21667;143.11667;P;PPL;RU;;64;;;;16677;;-9999;Asia/Sakhalin;17.01.2012
1505933;Ilanskiy;Ilanskiy;ILANSKIJ,Ilanskij,Ilanskiy,Ilanskoe,Ilanskoye,ИЛАНСКИЙ,Иланский;56.2325;96.0652;P;PPL;RU;;91;;;;16668;;289;Asia/Krasnoyarsk;04.08.2012
488775;Starokulatkinskiy Rayon;Starokulatkinskiy Rayon;Starokulatkinskij Rajon,Starokulatkinskiy Rayon,Старокулаткинский Район;52.75;47.5;A;ADM2;RU;;81;488775;;;16628;;251;Europe/Volgograd;17.01.2012
579432;Balezino;Balezino;BALEZINO,Balezino,БАЛЕЗИНО,Балезино;57.9787;53.0138;P;PPLA2;RU;;80;;;;16618;;139;Europe/Samara;05.04.2012
551986;Kashin;Kashin;KASHIN,Kaschin,Kashin,Kasjin,КАШИН;57.35917;37.60806;P;PPL;RU;;77;;;;16598;;120;Europe/Moscow;30.11.2008
496269;Severo-Zadonsk;Severo-Zadonsk;Severo-Zadonsk,Северо-Задонск;54.03481;38.40172;P;PPL;RU;;76;;;;16569;;232;Europe/Moscow;17.01.2012
527888;Medvezh’yegorsk;Medvezh'yegorsk;Karhumaegi,Karhumgi,Medvesh'va Gora,Medvesh’va Gora,Medvezh'egorsk,Medvezh'yegorsk,Medvezhegorsk,Medvezhogorsk,Medvezhya Gora,Medvezh’yegorsk,Medvezjegorsk,Medweshegorsk,Медвежьегорск;62.91713;34.45689;P;PPL;RU;;28;;;;16551;;43;Europe/Moscow;17.01.2012
471457;Vostryakovo;Vostryakovo;VOSTRJAKOVO,Vostrjakovo,Vostryakovo,ВОСТРЯКОВО;55.39934;37.80829;P;PPL;RU;;47;;;;16509;;163;Europe/Moscow;17.01.2012
1506922;Evenkiyskiy District;Evenkiyskiy District;Ehvenkijskij r-n,Ehvenkijskij rajon Krasnojarskogo kraja,Evenkia,Evenkij,Evenkiyskiy Avtonomnyy Okrug,Evenkiyskiy Natsional'nyy Okrug,Yevenki Oblast',Эвенкийский р-н,Эвенкийский район Красноярского края;65;98;A;ADM2;RU;;91;1506922;;;16507;;663;Asia/Krasnoyarsk;23.01.2010
1503082;Kochenvo;Kochenevo;Kochenevo,Kochenjovo,Kochenova,Kochenvo,Konchenevo,Koyschenewo,Коченёво;55.0218;82.202;P;PPL;RU;;53;;;;16446;;156;Asia/Novosibirsk;17.01.2012
528056;Medvedevo;Medvedevo;MEDVEDEVO,Medvedevo,МЕДВЕДЕВО,Медведево;56.63388;47.80405;P;PPL;RU;;45;;;;16407;;114;Europe/Moscow;17.01.2012
467525;Yemva;Yemva;Yemva,ZHELEZNODOROZHNYJ,Zheleznodorozhnyy,Zjeleznodorozjnyj,ЖЕЛЕЗНОДОРОЖНЫЙ;62.58999;50.85939;P;PPL;RU;;34;;;;16404;;106;Europe/Moscow;17.01.2012
461920;Zvenigorod;Zvenigorod;Svenigorod,Swenigorod,Zvenigorod,Звенигород;55.73402;36.85918;P;PPL;RU;;47;;;;16395;;178;Europe/Moscow;17.01.2012
1501365;Kupino;Kupino;KUPINO,Kupino,КУПИНО,Купино;54.36635;77.29805;P;PPL;RU;;53;;;;16333;;118;Asia/Novosibirsk;17.01.2012
472433;Volokolamsk;Volokolamsk;VOLOKOLAMSK,Volokolamsk,Wolokolamsk,ВОЛОКОЛАМСК;56.03361;35.96944;P;PPLA2;RU;;47;472430;;;16276;;179;Europe/Moscow;13.02.2010
486110;Surkhakhi;Surkhakhi;Mamison,Surkhakhi,Surkhokhi,Syrkhokh,Сурхахи;43.1875;44.90194;P;PPL;RU;;19;;;;16215;;651;Europe/Moscow;04.08.2012
1507636;Chunskiy;Chunskiy;CHUNSKIJ,Chuna,Chunskij,Chunskiy,Tsjunskij,ЧУНСКИЙ,Чунский;56.0815;99.6342;P;PPL;RU;;20;;;;16199;;282;Asia/Irkutsk;17.01.2012
553248;Kamyzyak;Kamyzyak;KAMYZJAK,Kamysjak,Kamyziak,Kamyzjak,Kamyzyak,КАМЫЗЯК,Камызяк;46.10995;48.07364;P;PPL;RU;;7;;;;16191;;232;Europe/Volgograd;17.01.2012
542334;Krasnogvardeyskoye;Krasnogvardeyskoye;Krasnogvardejskoe,Krasnogvardejskoje,Krasnogvardeyskoye,Medvezh'ye,Medvezh’ye,Medweshe,Molotovskoye,Molotowskoje,Moltovskoye,Yevdokimovskoye,Красногвардейское;45.84604;41.51885;P;PPL;RU;;70;;;;16169;;51;Europe/Moscow;17.01.2012
494427;Shilovo;Shilovo;SHILOVO,Schilowo,Shilovo,Sjilovo,ШИЛОВО,Шилово;54.3204;40.874;P;PPL;RU;;62;;;;16159;;98;Europe/Moscow;17.01.2012
558236;Gryazovets;Gryazovets;Grjazovec,Grjazovets,Gryazovets,Грязовец;58.88;40.2525;P;PPL;RU;;85;;;;16133;;189;Europe/Moscow;17.01.2012
486665;Sukhinichi;Sukhinichi;SUKHINICHI,Suchinitschi,Sukhinichi,Sukhinitsji,СУХИНИЧИ,Сухиничи;54.09989;35.34254;P;PPL;RU;;25;;;;16100;;212;Europe/Moscow;17.01.2012
481350;Trubchevsk;Trubchevsk;Trubchevsk,Trubchvsk,Trubtschewsk,Trubtsjevsk,Трубчевск;52.5798;33.7644;P;PPL;RU;;10;;;;16100;;177;Europe/Moscow;17.01.2012
828055;Belidzhi;Belidzhi;BELIDZHI,Belidzhi,БЕЛИДЖИ,Белиджи;41.89184;48.41247;P;PPL;RU;;17;;;;16078;;249;Europe/Moscow;19.01.2012
560756;Golitsyno;Golitsyno;Golicyno,Golitsino,Golitsyno,Golytsyno,Голицыно;55.60928;36.98212;P;PPL;RU;;47;;;;16056;;183;Europe/Moscow;17.01.2012
521874;Nikolayevsk;Nikolayevsk;NIKOLAEVSK,Nikolaevsk,Nikolaevskaya,Nikolaevski,Nikolajevsk,Nikolajevska,Nikolayevka,Nikolayevsk,Nikolayevskaya,Nikolayevskiy,НИКОЛАЕВСК,Николаевск;50.02824;45.45953;P;PPL;RU;;84;;;;16044;;30;Europe/Volgograd;17.01.2012
463217;Zherdevka;Zherdevka;Chibisovka,Chibizovka,Staraya Zherdevka,ZHERDEVKA,Zherdevka,Zjerdevka,ЖЕРДЕВКА;51.84861;41.46056;P;PPL;RU;;72;;;;16019;;119;Europe/Moscow;17.01.2012
515804;Tsotsin-Yurt;Tsotsin-Yurt;Cacan-Jurt,Cacan-Yurt,Chochin-Jurt,Coci-Jurt,Coci-Yurt,Cocin-Avl,Cocin-Avla,Cocin-Ehvl,Cocin-Evl,Cocin-Jurt,Cocin-vl,Cocin-vla,Oktjabr'skoe,Oktjabr’skoe,Oktyabr'skoye,Oktyabr’skoye,Tsatsan-Yurt,Tsotsin-Yurt,aan-Yurt,oi-Yurt,Октябрьское,Цацан-Юрт,Цоци-Юрт,Цоцин-Эвл,Цоцин-Юрт,Чочин-Юрт;43.24206;46.00013;P;PPL;RU;;12;;;;15970;;131;Europe/Moscow;04.08.2012
2026583;Bodaybo;Bodaybo;BODAJBO,Bodaibo,Bodajbo,Bodaybo,ODO,БОДАЙБО,Бодайбо;57.85056;114.19333;P;PPL;RU;;20;;;;15933;;301;Asia/Irkutsk;17.01.2012
510364;Pestovo;Pestovo;Pestovo,Pestowo,Пестово;58.59382;35.80244;P;PPL;RU;;52;;;;15910;;129;Europe/Moscow;17.01.2012
527740;Melenki;Melenki;MELENKI,Melenki,МЕЛЕНКИ,Меленки;55.3343;41.6295;P;PPL;RU;;83;;;;15902;;120;Europe/Moscow;17.01.2012
507599;Pokrov;Pokrov;POKROV,Pokrov,ПОКРОВ,Покров;55.91797;39.17242;P;PPL;RU;;83;;;;15867;;132;Europe/Moscow;17.01.2012
509697;Petushki;Petushki;Novyye Petushki,PETUSHKI,Petushki,Petusjki,ПЕТУШКИ,Петушки;55.92639;39.46104;P;PPL;RU;;83;;;;15866;;124;Europe/Moscow;17.01.2012
580716;Arzgir;Arzgir;Arsgir,Arzgir,Арзгир;45.37278;44.22056;P;PPL;RU;;70;;;;15838;;67;Europe/Moscow;17.01.2012
498933;Sampurskiy Rayon;Sampurskiy Rayon;Sampurskij Rajon,Sampurskiy Rayon,Сампурский Район;52.25;41.66667;A;ADM2;RU;;72;498933;;;15793;;151;Europe/Moscow;17.01.2012
485639;Svetogorsk;Svetogorsk;Enso,Esno,SVETOGORSK,Svetogorsk,СВЕТОГОРСК;61.11213;28.86321;P;PPL;RU;;42;;;;15733;;42;Europe/Moscow;17.01.2012
802714;Persianovka;Persianovka;Persianovka,Persianovskij,Persianovskiy,Персиановка,Персиановский;47.52972;39.41833;P;PPL;RU;;61;;;;15730;;26;Europe/Moscow;19.01.2012
566155;Divnoye;Divnoye;Divnoe,Divnoje,Divnoye,Diwnoje,Дивное;45.90889;43.35472;P;PPL;RU;;70;;;;15700;;79;Europe/Moscow;17.01.2012
475881;Venv;Venev;Venev,Venjov,Venv,Венёв;54.35533;38.26843;P;PPL;RU;;76;;;;15700;;191;Europe/Moscow;17.01.2012
1503037;Kodinsk;Kodinsk;KODINSKIJ,Kodinsk,Kodinskaya,Kodinskaya Zaimka,Kodinskiy,КОДИНСКИЙ,Кодинск;58.68806;99.18444;P;PPL;RU;;91;;;;15670;;160;Asia/Krasnoyarsk;04.08.2012
1506260;Gornyak;Gornyak;GORNJAK,Gornjak,Gornyak,ГОРНЯК,Горняк;50.99417;81.46611;P;PPL;RU;;4;;;;15668;;274;Asia/Omsk;17.01.2012
1487882;Uzhur;Uzhur;UZHUR,Uzhur,Uzjur,УЖУР;55.31246;89.83301;P;PPL;RU;;91;;;;15637;;380;Asia/Krasnoyarsk;04.08.2012
492944;Sim;Sim;SIM,Sim,Simski Zavod,СИМ,Сим;54.993;57.6982;P;PPL;RU;;13;;;;15632;;203;Asia/Yekaterinburg;17.01.2012
1504636;Karabash;Karabash;KARABASH,Karabash,Karabasj,КАРАБАШ,Карабаш;55.4808;60.2157;P;PPL;RU;;13;;;;15630;;347;Asia/Yekaterinburg;17.01.2012
1504212;Kataysk;Kataysk;KATAJSK,Katajsk,Kataysk,Katayskoye,КАТАЙСК,Катайск;56.289;62.5841;P;PPL;RU;;40;;;;15619;;109;Asia/Yekaterinburg;17.01.2012
552977;Karabanovo;Karabanovo;KARABANOVO,Karabanovo,КАРАБАНОВО,Карабаново;56.31667;38.7;P;PPL;RU;;83;;;;15615;;173;Europe/Moscow;17.01.2012
2026979;Baykal’sk;Baykal'sk;Bajkal'sk,Bajkalsk,Baykal'sk,Baykal’sk,Байкальск;51.5151;104.1402;P;PPL;RU;;20;;;;15600;;495;Asia/Irkutsk;17.01.2012
522260;Nikel’;Nikel';Kolosjoki,Kolosjokki,NIKEL',Nikel,Nikel',Nikel’,НИКЕЛЬ,Никель;69.41285;30.22198;P;PPL;RU;;49;;;;15596;;98;Europe/Moscow;17.01.2012
502400;Razumnoye;Razumnoye;Razumnoe,Razumnoje,Razumnoye,Rozumnoye,Разумное;50.53439;36.68462;P;PPLX;RU;;9;;;;15529;;126;Europe/Moscow;17.01.2012
493316;Shushary;Shushary;SHUSHARY,Shushary,Sjusjary,ШУШАРЫ,Шушары;59.80917;30.38167;P;PPL;RU;;66;;;;15503;;24;Europe/Moscow;17.01.2012
583041;Aleksandrovsk;Aleksandrovsk;ALEKSANDROVSK,Aleksandrovsk,Aleksandrovskiy,АЛЕКСАНДРОВСК,Александровск;59.1581;57.5695;P;PPL;RU;;90;;;;15486;;159;Asia/Yekaterinburg;05.04.2012
487095;Strunino;Strunino;STRUNINO,Strunino,СТРУНИНО,Струнино;56.38333;38.56667;P;PPL;RU;;83;;;;15483;;173;Europe/Moscow;17.01.2012
565289;Donskoye;Donskoye;Donskoe,Donskoje,Donskoye,Донское;45.45518;41.97411;P;PPL;RU;;70;;;;15469;;125;Europe/Moscow;17.01.2012
857690;Moskovskiy;Moskovskiy;Moskovskij,Moskovskiy,Московский;55.59911;37.35495;P;PPL;RU;;47;;;;15435;;185;Europe/Moscow;20.01.2012
1499163;Mayma;Mayma;Majma,Mayma,Mayma-Chergachak,Майма;52.01577;85.90963;P;PPL;RU;;30;;;;15428;;263;Asia/Omsk;04.08.2012
1508879;Borovskiy;Borovskiy;BOROVSKIJ,Borovskij,Borovskiy,БОРОВСКИЙ,Боровский;57.04096;65.72018;P;PPL;RU;;78;;;;15406;;56;Asia/Yekaterinburg;17.01.2012
516256;Ochr;Ocher;OCHER,Ocher,Ochjor,Ochr,Otsjer,ОЧЕР,Очёр;57.89035;54.7202;P;PPL;RU;;90;;;;15395;;163;Asia/Yekaterinburg;17.01.2012
1490551;Suzun;Suzun;SUZUN,Suzun,СУЗУН,Сузун;53.7841;82.3116;P;PPL;RU;;53;;;;15365;;136;Asia/Novosibirsk;17.01.2012
