geonameid;name;asciiname;altnames;lat;long;fclass;fcode;ccode;cc2;acode1;acode2;acode3;acode4;pop;elev;gtopo;tz;mdate
578071;Belgorodskaya Oblast’;Belgorodskaya Oblast';Belgorod,Belgorodskaja Oblast',Belgorodskaja oblast,Belgorodskaja oblast',Belgorodskaya Oblast',Belgorodskaya Oblast’,NULL,Белгородская Область,Белгородская область;50.75;37.5;A;ADM1;RU;;9;;;;1511603;;220;Europe/Moscow;16.01.2012
1503773;Khanty-Mansiyskiy Avtonomnyy Okrug;Khanty-Mansiyskiy Avtonomnyy Okrug;Chantien-Mansien,Khantia-Mansia,Khanty-Mansi National Okrug,Khanty-Mansiisk National Okrug,Khanty-Mansijskij AO,Khanty-Mansijskij avtonomnyj okrug,Khanty-Mansiyskiy Avtonomnyy Okrug,Khanty-Mansiyskiy Natsional'nyy Okrug,Khanty-Mansiyskiy Natsional’nyy Okrug,Ostyako-Vogul'skiy National'nyy Okrug,Ostyako-Vogul’skiy National’nyy Okrug,Ханты-Мансийский АО,Ханты-Мансийский автономный округ;62;72;A;ADM1;RU;;32;;;;1460892;;65;Asia/Yekaterinburg;16.01.2012
548389;Kirovskaya Oblast’;Kirovskaya Oblast';Kirov,Kirov Oblast,Kirovskaja oblast,Kirovskaja oblast',Kirovskaya Oblast',Kirovskaya Oblast’,NULL,Кировская область;58;50;A;ADM1;RU;;33;;;;1457862;;168;Europe/Volgograd;16.01.2012
511555;Penzenskaya Oblast’;Penzenskaya Oblast';NULL,Penza,Penza Oblast,Penzenskaja oblast,Penzenskaja oblast',Penzenskaya Oblast',Penzenskaya Oblast’,Пензенская область;53;44.5;A;ADM1;RU;;57;;;;1433768;;204;Europe/Moscow;16.01.2012
480041;Tverskaya Oblast’;Tverskaya Oblast';Kalinin Oblast,Kalininskaya Oblast',Kalininskaya Oblast’,Tver,Tverskaja oblast,Tverskaja oblast',Tverskaya,Tverskaya Oblast',Tverskaya Oblast’,Тверская область;57.00964;35.00488;A;ADM1;RU;;77;;;;1425582;;158;Europe/Moscow;16.01.2012
1496747;Novosibirsk;Novosibirsk;Cen Ceper,Gorad Navasibirsk,Nobosimpirsk,Novo-Nikolaevsk,Novo-Nikolaievsk,Novo-Nikolaevsk,Novonikolaevsk,Novonikolayevsk,Novosibir'sku,Novosibirscum,Novosibirsk,Novosibirska,Novosibirskaj,Novosibirskas,Novosimpirsk,Novossibirsk,Novoszibirszk,Nowosibirsk,Nowosibirski,Nowosybirsk,OVB,Odsibiren' osh,Vil' Sibirkar,nobosibileuseukeu,novosibirsk,novosibirska,novu~oshibirusuku,nwbwsybyrsq,nwfwsybyrsk,nwwsybrsk,nwwsybyrsk,xin xi bo li ya,н пр,,,Виль Сибиркар,Горад Навасібірск,Новониколаевск,Новосибирск,Новосибирскай,Новосибирьскъ,Новосибірськ,Одсибирень ош,,,,,,,,,,;55.0415;82.9346;P;PPLA;RU;;53;;;;1419007;;164;Asia/Novosibirsk;17.01.2012
2022888;Khabarovskiy Kray;Khabarovskiy Kray;Chabarovsk,Khabarovsk Krai,Khabarovsk Kray,Khabarovskij kraj,Khabarovskiy Kray,Krai de Khabarovsk,Хабаровский край;55;134;A;ADM1;RU;;30;;;;1394490;;262;Asia/Vladivostok;16.01.2012
824997;Gorod Bryansk;Gorod Bryansk;;53.25;34.41667;A;ADM2;RU;;10;824997;;;1351463;;142;Europe/Moscow;23.03.2006
479119;Ul’yanovskaya Oblast’;Ul'yanovskaya Oblast';NULL,Ul'janovskaja oblast',Ul'yanovsk Oblast,Ul'yanovskaya Oblast',Uljanovsk,Uljanovskaja oblast,Ulyanovsk Oblast,Ulyanovskaya oblast,Ul’yanovsk Oblast,Ul’yanovskaya Oblast’,Ульяновская область;54;48;A;ADM1;RU;;81;;;;1350713;;153;Europe/Volgograd;16.01.2012
468898;Yaroslavskaya Oblast’;Yaroslavskaya Oblast';Jaroslavl,Jaroslavskaja oblast,Jaroslavskaja oblast',NULL,Yaroslavl' Oblast,Yaroslavl’ Oblast,Yaroslavskaya Oblast',Yaroslavskaya Oblast’,Ярославская область;58;39.5;A;ADM1;RU;;88;;;;1338750;;136;Europe/Moscow;16.01.2012
1488747;Tyumenskaya Oblast’;Tyumenskaya Oblast';NULL,Tiumen,Tjumen,Tjumen',Tjumenskaja oblast',Tyumen Oblast,Tyumenskaya Oblast',Tyumenskaya Oblast’,Тюменская область,Тюмень;57.33333;68.5;A;ADM1;RU;;78;;;;1316577;;80;Asia/Yekaterinburg;16.01.2012
567395;Chuvashskaya Respublika;Chuvashskaya Respublika;Chavash Respubliki,Chuvachia,Chuvash A.S.S.R.,Chuvash Republic,Chuvashia,Chuvashija,Chuvashiya,Chuvashskaya ASSR,Chuvashskaya Avtonomnaya Sovetskaya Sotsialisticheskaya Respublika,Chuvashskaya Respublika,Chuvasia,Chuvchia,Ciuvascia,Cuvasija,Cuvasio,Cuvasistan,Cuvaska,Cuvassko,Czuwaszja,Respublika Chuvashija,Tchouvachie,Tjuvasjien,Tschuwaschien,Tsjoevasjie,Tsjoevasji,Tsjuvasjia,Tsuvasi Vabariik,Tsuvassia,Txuvaixia,Txuvixia,Tuvassia,Tuvai Vabariik,chu wa shen gong he guo,chubasi gonghwagug,chuvu~ashi gong he guo,jmhwry khwdmkhtar chwash,tshwfashya,uvaistan,uvaio,uvaija,uvaka,uvasko,Республика Чувашия,Чваш Республики,Чуваська Республіка,Чувашия,Чувашија,,  ,,, ;55.5;47;A;ADM1;RU;;16;;;;1301226;;154;Europe/Moscow;16.01.2012
1486209;Yekaterinburg;Yekaterinburg;Catharinoburgum,Ekaterimburgo,Ekaterinburg,Ekaterinburgo,Iekaterinbourg,Jekaterinburg,Jekaterinburga,Jekaterinburgas,Jekaterinenburg,Jekaterynburg,Jekatyerinburg,Jekatrinburg,SVX,Sverdlovsk,Sverolovsk,Yekaterinburg,ekaterinburuku,ye ka jie lin bao,yekatelinbuleukeu,yqtrynbwrg,Єкатеринбург,Екатеринбург,Свердловск,,,,;56.8575;60.6125;P;PPL;RU;;71;;;;1287573;;258;Asia/Yekaterinburg;03.07.2011
520555;Nizhniy Novgorod;Nizhniy Novgorod;Gor'kij,Gor'kiy,Gorkey,Gorki,Gorkii,Gorky,Nijni Novgorod,Nijnii Novgorod,Nishni-Nowgorod,Nishnii Nowgorod,Nishnij Nowgorod,Nizhni Novgorod,Nizhnii Novgorod,Nizhnij Novgorod,Nizhniy Novgorod,Nizhny Novgorod,Nizjnij Novgorod,Niznij Nowgorod,Ninij Nowgorod,Горький,Нижний Новгород;56.32867;44.00205;P;PPLA;RU;;51;;;;1284164;;141;Europe/Moscow;17.05.2012
581043;Arkhangel’skaya Oblast’;Arkhangel'skaya Oblast';Archangelsk,Arkhangel'skaja oblast',Arkhangel'skaya Oblast',Arkhangelsk,Arkhangelskaya,Arkhangelskaya oblast,Arkhangel’skaya Oblast’,Архангельская область;64;44;A;ADM1;RU;;6;;;;1262043;;77;Europe/Moscow;16.01.2012
472454;Vologodskaya Oblast’;Vologodskaya Oblast';NULL,Vologda,Vologda Oblast,Vologodskaja oblast,Vologodskaja oblast',Vologodskaya Oblast',Vologodskaya Oblast’,Вологодская область;60;42;A;ADM1;RU;;85;;;;1245037;;219;Europe/Moscow;16.01.2012
569665;Chechenskaya Respublika;Chechenskaya Respublika;Chechen-Ingush ASSR,Chechenia,Checheno-Ingushetia,Checheno-Ingushskaya ASSR,Checheno-Ingushskaya Avtonomnaya Sovetskaya Sotsialisticheskaya Respublika,Chechenskaja Respublika,Chechenskaya Respublika,Chechnja,Chechnya,Tjetjenien,Чеченская Республика,Чечня;43.25;45.83333;A;ADM1;RU;;12;;;;1210000;;152;Europe/Moscow;04.08.2012
538555;Kurskaya Oblast’;Kurskaya Oblast';Kursk,Kursk Oblast,Kurskaja oblast,Kurskaja oblast',Kurskaya Oblast',Kurskaya Oblast’,NULL,Курская область;51.5;36;A;ADM1;RU;;41;;;;1207091;;204;Europe/Moscow;16.01.2012
500059;Ryazanskaya Oblast’;Ryazanskaya Oblast';NULL,Riazan Oblast,Rjazan,Rjazanskaja oblast,Rjazanskaja oblast',Ryazan' Oblast,Ryazanskaya Oblast',Ryazanskaya Oblast’,Ryazan’ Oblast,Рязанская область;54.25;40.5;A;ADM1;RU;;62;;;;1197310;;119;Europe/Moscow;16.01.2012
484638;Tambovskaya Oblast’;Tambovskaya Oblast';NULL,Stavropol,Tambov,Tambov Oblast,Tambovskaja oblast,Tambovskaja oblast',Tambovskaya Oblast',Tambovskaya Oblast’,Тамбовская область;52.75;41.5;A;ADM1;RU;;72;;;;1143906;;113;Europe/Moscow;28.02.2012
499099;Samara;Samara;Gorad Samara,Kuibyschew,Kuibyshev,Kujbyshev,Kuybyshev,Samar,Samara,Samarae,Samarga,Samra,Szamara,sa ma la,samala,samara,smara,smrh,,Горад Самара,Куйбышев,Самар,Самар,Самара,Самара,амар,,,,,,,,,;53.20006;50.15;P;PPLA;RU;;65;;;;1134730;;117;Europe/Samara;28.02.2012
1496153;Omsk;Omsk;OMS,Oms'k,Omsc,Omsk,Omska,Omszk,e mu si ke,omseukeu,omusuku,,Омск,Омськ,,,,;55;73.4;P;PPLA;RU;;54;;;;1129281;;98;Asia/Omsk;17.01.2012
551487;Kazan;Kazan;Casanum,Caza,Caz,Gorad Kazan',KAZAN',KZN,Kaasan,Kasan,Kazan,Kazan',Kazan' osh,Kazana,Kazane,Kazani,Kazany,Kazan,Kazan’,Kaza,Kazaa,Kaza,Kazn,Kazny,Khuazan,Khusan,Kozan',Kuazan,Kuzon,Qazan,Qozon,ka shan,kajan,kazan,qazan,,Горад Казань,КАЗАНЬ,Казан,Казань,Казань ош,Казањ,Каанъ,Козань,Кузон,Къазан,Оза,Хусан,Хъазан,азан,аан,,,,,,,,;55.78874;49.12214;P;PPLA;RU;;73;;;;1104738;;61;Europe/Moscow;18.10.2011
501175;Rostov-na-Donu;Rostov-na-Donu;Rostoph ston Nton,Rostov,Rostov Doni aeaeres,Rostov Doni res,Rostov aan de Don,Rostov del Don,Rostov na Don,Rostov na Donu,Rostov nad Donom,Rostov-na-Donu,Rostov-on-Don,Rostov-pe-Don,Rostov-sur-le-Don,Rostov-war-Don,Rostova pie Donas,Rostovas prie Dono,Rostow,Rostow Am Don,Rostow am Don,Rostow nad Donem,Rostw nad Donem,dun he pan luo si tuo fu,loseutopeunadonu,  ,Ростов на Дон,Ростов на Дону,Ростов-на-Дону,  ,,,;47.23135;39.72328;P;PPLA;RU;;61;;;;1074482;;74;Europe/Moscow;28.02.2012
1508291;Chelyabinsk;Chelyabinsk;CEK,Celabinsk,Celabinska,Celiabinsc,Celiabinsk,Celiabinskas,Celjabinsk,Celyabinsk,Cheliabinsk,Chelibinsk,Cheljabinsk,Chelyabinsk,Czelabinsk,Czelabisk,Tcheliabinsk,Tjeljabinsk,Tscheljabinsk,Tseljabinsk,Tsjeljabinsk,Teljabinsk,chellyabinseukeu,cheryabinsuku,z'lyybynsq,elyabinsk,elabinsk,eliabinskas,eljabinsk,eabinska,Челябинск,Челябінськ,Чељабинск,',,;55.15444;61.42972;P;PPLA;RU;;13;;;;1062919;;217;Asia/Yekaterinburg;17.01.2012
1489421;Tomskaya Oblast’;Tomskaya Oblast';NULL,Tomsk,Tomsk Oblast',Tomsk Oblast’,Tomskaja oblast,Tomskaja oblast',Tomskaya Oblast',Tomskaya Oblast’,Томская область;58.5;82.5;A;ADM1;RU;;75;;;;1049069;;55;Asia/Krasnoyarsk;16.01.2012
479561;Ufa;Ufa;Ephu,Oefa,Oufa,UFA,Ufa,Uf,Ufа,ufa,upa,пх,УФА,Уфа,ф,,,;54.78517;56.04562;P;PPLA;RU;;8;;;;1033338;;138;Asia/Yekaterinburg;17.01.2012
553899;Kaluzhskaya Oblast’;Kaluzhskaya Oblast';Kaluga,Kaluga Oblast,Kaluzhskaja oblast',Kaluzhskaya Oblast',Kaluzhskaya Oblast’,Kaluzjskaja oblast,NULL,Калужская область;54.5;35.5;A;ADM1;RU;;25;;;;1030145;;239;Europe/Moscow;16.01.2012
491684;Smolenskaya Oblast’;Smolenskaya Oblast';NULL,Smolensk,Smolensk Oblast,Smolenskaja oblast,Smolenskaja oblast',Smolenskaya Oblast',Smolenskaya Oblast’,Смоленская область;55;33;A;ADM1;RU;;69;;;;1022035;;181;Europe/Moscow;16.01.2012
472757;Volgograd;Volgograd;Caricyn,Estalingrado,Gorad Valgagrad,Stalingrad,Stalingrado,Tsaritsyn,VOG,Vl'gogradu,Volgograd,Volgograda,Volgogradas,Volgogrado,Volgogradum,Volgogrd,Volgonkrant,Volqoqrad,Wolgograd,Wogograd,Zarizyn,bolgogeuladeu,fu er jia ge lei,fwlghwghrad,fwljwjrad,volgograda,volgogradi,volkokirat,vu~orugogurado,wlgagrad,wwlgw grad,wwlgwgrad,wwlgwgrd,wxl kok rad,,Вльгоградъ,Волгоград,Горад Валгаград,Сталинград,Царицын,,,,, ,,,,,,,,;48.71939;44.50184;P;PPLA;RU;;84;;;;1011417;;65;Europe/Volgograd;17.01.2012
511196;Perm’;Perm';Molotov,Perm,Perm',Perm’,Молотов,Пермь;58.01741;56.28552;P;PPLA;RU;;90;;;;982419;;166;Asia/Yekaterinburg;17.01.2012
2050915;Respublika Buryatiya;Respublika Buryatiya;Burjatien,Burjatija,Buryat-Mongol A.S.S.R.,Buryat-Mongol Republic,Buryat-Mongol'skaya ASSR,Buryat-Mongol'skaya Avtonomnaya Sovetskaya Sotsialisticheskaya Respublika,Buryat-Mongolian A.S.S.R.,Buryat-Mongol’skaya ASSR,Buryat-Mongol’skaya Avtonomnaya Sovetskaya Sotsialisticheskaya Respublika,Buryatia,Buryatiya,Buryatskaya ASSR,Buryatskaya Avtonomnaya Sovetskaya Sotsialisticheskaya Respublika,Respublika Burjatija,Respublika Buryatiya,Бурятия,Республика Бурятия;53;109;A;ADM1;RU;;11;;;;963335;;810;Asia/Irkutsk;16.01.2012
554667;Kabardino-Balkarskaya Respublika;Kabardino-Balkarskaya Respublika;Kabardinien-Balkarien,Kabardino-Balkaria,Kabardino-Balkarian ASSR,Kabardino-Balkarija,Kabardino-Balkariya,Kabardino-Balkarskaya ASSR,Kabardino-Balkarskaya Avtonomnaya Sovetskaya Sotsialisticheskaya Respublika,Kabardino-Balkarskaya Respublika,Respublika Kabardino-Balkarija,Кабардино-Балкария,Республика Кабардино-Балкария;43.5;43.5;A;ADM1;RU;;22;;;;928519;;688;Europe/Moscow;16.01.2012
1502026;Krasnoyarsk;Krasnoyarsk;Krasnojarsk,Krasnoyarsk,Красноярск;56.0091;92.8628;P;PPLA;RU;;91;;;;927200;;167;Asia/Krasnoyarsk;04.08.2012
2013162;Respublika Sakha (Yakutiya);Respublika Sakha (Yakutiya);NULL,Respublika Sakha (Jakutija),Respublika Sakha (Yakutiya),Sakha,Sakha (Jakutija),Yakut A.S.S.R.,Yakutia,Yakutskaya ASSR,Yakutskaya Avtonomnaya Sovetskaya Sotsialisticheskaya Respublika,Республика Саха (Якутия),Саха (Якутия);65;130;A;ADM1;RU;;63;;;;918293;;1205;Asia/Yakutsk;16.01.2012
525369;Respublika Mordoviya;Respublika Mordoviya;Mordovia,Mordovija,Mordoviya,Mordovskaja respublika,Mordovskaya A.S.S.R.,Mordovskaya Avtonomnaya Sovetskaya Sotsialisticheskaya Respublika,Mordovskaya Sovetskaya Sotsialisticheskaya Respublika,Mordvin A.S.S.R.,Mordvinia,Mordvinian A.S.S.R.,Mordvinien,Mordzin,Respublika Mordovija,Respublika Mordoviya,Мордовия,Мордовская республика,Республика Мордовия;54.5;44;A;ADM1;RU;;46;;;;868531;;170;Europe/Moscow;16.01.2012
498677;Saratov;Saratov;RTW,Saratov,Saratova,Saratovas,Saratow,Saratw,Saretow,salatopeu,saratofu,srtwb,Саратов,,,;51.54056;46.00861;P;PPLA;RU;;67;;;;863725;;73;Europe/Volgograd;28.02.2012
514801;Orlovskaya Oblast’;Orlovskaya Oblast';NULL,Orel Oblast,Orjol,Orlovskaja oblast,Orlovskaja oblast',Orlovskaya Oblast',Orlovskaya Oblast’,Orl Oblast,Орловская область;53;36.25;A;ADM1;RU;;56;;;;848808;;155;Europe/Moscow;16.01.2012
472045;Voronezh;Voronezh;VORONEZH,VOZ,Voronej,Voronez,Voroneza,Voronezas,Voronezh,Voronezhskaja oblast',Voronezj,Vorone,Vorone,Voroneas,Voron,Voroea,Woronesch,Woronesh,Woronez,Worone,bolonesi,vu~oroneji,ВОРОНЕЖ,Воронеж,Воронежская область,,;51.67204;39.1843;P;PPLA;RU;;86;;;;848752;;156;Europe/Moscow;17.01.2012
524304;Murmanskaya Oblast’;Murmanskaya Oblast';Murmansk,Murmansk Oblast,Murmansk oblast,Murmanska,Murmanska oblast,Murmanska provinco,Murmanskaja oblast,Murmanskaja oblast',Murmanskaya Oblast',Murmanskaya Oblast’,Murmanski oblast,Murmanskin alue,Murmansk oblast,Murmnska,NULL,Oblast Moermansk,Oblast Murmansk,Oblast de Murmansk,Oblast de Mrmansk,Oblast' di Murmansk,Obwod murmanski,Obwd murmaski,Provincia de Murmansk,Provncia de Mrmansk,Regiunea Murmansc,Regiunea Murmansk,astan mwrmansk,mo er man si ke zhou,muleumanseukeu ju,murumansuku zhou,Мурманска област,Мурманская область, ,,, ;68;34;A;ADM1;RU;;49;;;;841894;;296;Europe/Moscow;16.01.2012
519969;North Ossetia;North Ossetia;Nordossetien-Alanien,North Ossetia,North Ossetian A.S.S.R.,Respublika Severnaja Osetija,Respublika Severnaja Osetija - Alanija,Respublika Severnaya Osetiya,Respublika Severnaya Osetiya-Alaniya,Severnaja Osetija,Severnaya Osetiya-Alaniya,Severo-Osetinskaya ASSR,Severo-Osetinskaya Avtonomnaya Sovetskaya Sotsialisticheskaya Respublika,Республика Северная Осетия,Республика Северная Осетия - Алания,Северная Осетия;43;44.25;A;ADM1;RU;;68;;;;722902;;887;Europe/Moscow;16.01.2012
464105;Zavolzhskiy Rayon;Zavolzhskiy Rayon;Dimitrov Borough,Kostroma Zavolzhsky,Zavolzhskiy Rayon;56.86887;35.90761;A;ADM4;RU;;77;;;;717819;;135;Europe/Moscow;09.08.2010
482283;Tol’yatti;Tol'yatti;Stavropol',Stavropol’,Stawropol,TOL'JATTI,Togliatti,Togliatti-on-the-Volga,Togliattigrad,Tol'jatti,Tol'yatti,Tolati,Toljati,Toljatti,Tolyatti,Tol’yatti,tollyati,toriyatchi,Ставрополь,ТОЛЬЯТТИ,Тольятти,Тољати,,;53.5303;49.3461;P;PPL;RU;;65;;;;702879;42;92;Europe/Samara;17.01.2012
552548;Respublika Kareliya;Respublika Kareliya;Karel'skaja respublika,Karel'skaya ASSR,Karel'skaya Avtonomnaya Sovetskaya Sotsialisticheskaya Respublika,Karelia,Karelian ASSR,Karelija,Kareliya,Karelska republiken,Karel’skaya ASSR,Karel’skaya Avtonomnaya Sovetskaya Sotsialisticheskaya Respublika,Respublika Karelija,Respublika Kareliya,Карелия,Карельская республика,Республика Карелия;64;32.5;A;ADM1;RU;;28;;;;697354;;188;Europe/Moscow;16.01.2012
542420;Krasnodar;Krasnodar;Ekaterinodar,KRR,Krasnodar,Krasnodara,Yekaterinodar,ke la si nuo da er,keulaseunodaleu,kurasunodaru,qrsnwdr,Краснодар,,,,;45.0488;38.9725;P;PPLA;RU;;38;;;;649851;;24;Europe/Moscow;17.01.2012
479123;Ul’yanovsk;Ul'yanovsk;Simbirsk,Sinbirsk,UL'JANOVSK,Ul'janovsk,Ul'yanovsk,Uljanowsk,Uljanowska am Wolga,Ul’yanovsk,Синбирск,УЛЬЯНОВСК,Ульяновск;54.32824;48.38657;P;PPLA;RU;;81;;;;640680;;190;Europe/Moscow;28.02.2012
554840;Izhevsk;Izhevsk;IJK,Ijevsk,Ischewsk,Ishewsk,Izevsk,Izevska,Izewsk,Izh,Izhevsk,Izhkar,Izjevsk,Ievsk,Iewsk,Ievsk,Ievska,Ustinov,ijebseukeu,ijefusuku,Иж,Ижевск,Ижкар,',,;56.84976;53.20448;P;PPLA;RU;;80;;;;631038;;143;Europe/Samara;28.02.2012
468902;Yaroslavl';Yaroslavl';Jaroslavl,Jaroslavl',Jaroslawl,Yaroslavl',Ярославль;57.62987;39.87368;P;PPLA;RU;;88;;;;606730;;103;Europe/Moscow;09.03.2009
1510853;Barnaul;Barnaul;BARNAUL,BAX,Barnaoul,Barnauel,Barnaul,Barnaul - Barnaul,Barnaul - Барнаул,Barnaula,Barnaulas,Barnau,Barnal,Mparnaoul,ba er nao er,baleunaul,,БАРНАУЛ,Барнаул,,,;53.36056;83.76361;P;PPLA;RU;;4;;;;599579;;189;Asia/Omsk;17.01.2012
2013348;Vladivostok;Vladivostok;Bladibostok,Gorad Uladzivastok,VVO,Vladivostok,Vladivostoka,Vladivostokas,Vladivostokium,Vlagyivosztok,Wladiwostok,Wladywostok,Wadywostok,beulladiboseutokeu,fladyfwstwk,hai can wai,hai can wei,urajiosutoku,vladivastak,vladivostoka,wlady wstwk,wldywwstwq,,Владивосток,Горад Уладзівасток,,, ,,,,,,,,,,,;43.10562;131.87353;P;PPLA;RU;;59;;;;587022;;40;Asia/Vladivostok;09.08.2010
2023469;Irkutsk;Irkutsk;Gorad Irkuck,IKT,Ircutia,Irkoetsk,Irkoutsk,Irkuck,Irkutk,Irkutsc,Irkutsk,Irkutska,Irkutskaj,Irkutskas,Irkutszk,Irkuk,ayrkwtsk,ileukucheukeu,irakutska,irukutsuku,yi er ku ci ke,rkutsk,,Іркутськ,Горад Іркуцк,Иркутск,Иркутскай,Иркуцк,Эрх,,,,,,,,,;52.29778;104.29639;P;PPLA;RU;;20;;;;586695;;428;Asia/Irkutsk;17.01.2012
2022890;Khabarovsk;Khabarovsk;Chabarovsk,Chabarowsk,Habarovsk,Habarovszk,Jabarovsk,Jabrovsk,KHABAROVSK,KHV,Khabarovka,Khabarovs'k,Khabarovsk,bo li,habalobseukeu,habarofusuku,hbrwbsq,abarovsk,ХАБАРОВСК,Хабаровск,Хабаровськ,,,,;48.48083;135.09278;P;PPLA;RU;;30;;;;579000;;98;Asia/Vladivostok;17.01.2012
2056752;Khabarovsk Vtoroy;Khabarovsk Vtoroy;Khabarovsk Vtoroj,Khabarovsk Vtoroy,Хабаровск Второй;48.445;135.1379;P;PPLX;RU;;30;;;;578303;;49;Asia/Vladivostok;06.04.2012
515003;Orenburg;Orenburg;Chkalov,Orenbourg,Orenburg,REN,Tschkalow,awrnbrgh,olenbuleukeu,orenburuku,shkalwf,Оренбург,Чкалов,,,,,;51.7727;55.0988;P;PPLA;RU;;55;;;;550204;;107;Asia/Yekaterinburg;17.01.2012
1496990;Novokuznetsk;Novokuznetsk;Kuvnetsk,Kuznetsk,Kuznetsk-Sibirskiy,NOZ,Novokoeznetsk,Novokuzneck,Novokuznetsk,Novokuznjeck,Novokuznck,Nowokusnezk,Nowokuznieck,Nowokunieck,Stalinsk,nobokujeunecheukeu,novu~okuzunetsuku,Новокузнецк,Новокузњецк,Сталинск,,;53.7557;87.1099;P;PPL;RU;;29;;;;539616;;208;Asia/Novokuznetsk;17.01.2012
500096;Ryazan’;Ryazan';Resan,Riazan,Riaza,Rjasan,Rjazan,Rjazan',Rjaza,Ryazan,Ryazan',Ryazan’,liang zan,lyajan,ryazan,Рязань,,,;54.6269;39.6916;P;PPLA;RU;;62;;;;520173;;102;Europe/Moscow;17.01.2012
1488754;Tyumen’;Tyumen';Tjumen,Tjumen',Tyumen,Tyumen',Tyumen’,Тюмень;57.15222;65.52722;P;PPLA;RU;;78;;;;519119;;81;Asia/Yekaterinburg;17.01.2012
535121;Lipetsk;Lipetsk;LPK,Lipeck,Lipetsk,Lipezk,Lipieck,lipecheukeu,Липецк,;52.60311;39.57076;P;PPLA;RU;;43;;;;515655;;158;Europe/Moscow;17.01.2012
511565;Penza;Penza;PEZ,Pensa,Penza,penja,penza,Пенза,,;53.20066;45.00464;P;PPLA;RU;;57;;;;512602;;150;Europe/Moscow;17.01.2012
523750;Naberezhnyye Chelny;Naberezhnyye Chelny;Brezhnev,Calli,NABEREZHNYE CHELNY,Naberejnije Celni,Nabereschnyje Tschelny,Naberezhnye Chelny,Naberezhnyye Chelny,Naberezjnye Tsjelny,Nabereznije Celni,Nabereznoje Tselno,Nabereznye Celny,Nabereznyje Celny,Nabereznyje Tselny,Naberenije elni,Naberenije elni,Naberenye elny,Naberenyje Telny,Naberenyje elny,Naberenje Teln,nabelejeuniyechelni,nabelejuniyechelni,all,НАБЕРЕЖНЫЕ ЧЕЛНЫ,Набережные Челны,,;55.72545;52.41122;P;PPL;RU;;73;Tukayevskiy Rayon;;;509870;;103;Europe/Moscow;17.01.2012
580497;Astrakhan’;Astrakhan';Astrakhan,Astrakhan',Astrakhan’,Астрахань;46.34968;48.04076;P;PPLA;RU;;7;;;;502533;;244;Europe/Volgograd;17.01.2012
556349;Respublika Ingushetiya;Respublika Ingushetiya;Chechen-Ingush ASSR,Chechen-Ingush Avtonomnaya Sovetskaya Sotsialisticheskaya Respublika,Checheno-Ingushetia,Checheno-Ingushskaya ASSR,Checheno-Ingushskaya Avtonomnaya Sovetskaya Sotsialisticheskaya Respublika,Ingushetia,Ingushetija,Ingushetiya,Ingushkaya Respublika,Ingushskaja respublika,Ingusjien,Respublika Ingushetija,Respublika Ingushetiya,Ингушетия,Ингушская республика,Республика Ингушетия;43.16667;45;A;ADM1;RU;;19;;;;499502;;602;Europe/Moscow;04.08.2012
532096;Makhachkala;Makhachkala;MCX,Machackala,Machaczkala,Machaczkaa,Machatjkala,Machatsch-Kala,Machatschkala,Machatsjkala,Machakala,Mahackala,Mahatskala,Mahatkala,Mahakala,Mahhatskala,Mahhatkala,MakhIachkhuala,Makhachkala,Makhackala,Makhatchkala,Makhatsjkala,Makhatxkala,Makhatxkal,Makhakala,Maakala,Petrovsk,Petrovsk-Port,mahachikalla,mahachikara,mhz'qlh,МахIачхъала,Махачкала,',,;42.97638;47.50236;P;PPLA;RU;;17;;;;497959;;4;Europe/Moscow;17.01.2012
1489425;Tomsk;Tomsk;Gorad Tomsk,TOF,Tom'sku,Tomium,Toms'k,Tomsk,Tomska,Tomskaj,Tomskas,Tomszk,tomseukeu,tomusuku,tuo mu si ke,twmsk,twmsq,,Горад Томск,Томск,Томскай,Томськ,Томьскъ,,,,,,,;56.4989;84.9762;P;PPLA;RU;;75;;;;485519;;116;Asia/Novosibirsk;04.08.2012
1503901;Kemerovo;Kemerovo;KEJ,Kemerovo,Kemerowo,Shcheglovsk,kemelobo,kemerovu~o,qmrwbw,Кемерово,,,;55.33333;86.08333;P;PPLA;RU;;29;;;;477090;;135;Asia/Novokuznetsk;17.01.2012
480562;Tula;Tula;Toela,Toula,Tula,Tua,tulla,,Тула,;54.20213;37.64429;P;PPLA;RU;;76;;;;468825;;192;Europe/Moscow;28.02.2012
548408;Kirov;Kirov;Gorad Kirau,Khlynov,Kirov,Kirov i Kirov oblast,Kirova,Kirovas,Kirow,Krov,Viatka,Vyatka,Wjatka,ji luo fu,kilopeu,kirofu,kyrwf,kyrwf, kyrwf awblast,kyrww,qyrwb,Горад Кіраў,Киров,Кіров,,  ,,,,,;58.59665;49.66007;P;PPLA;RU;;33;;;;457383;;173;Europe/Volgograd;17.01.2012
569696;Cheboksary;Cheboksary;CSY,Ceboksari,Ceboksary,Cheboksar',Cheboksary,Cheboksar’,Csebokszari,Csebokszri,Czeboksary,Shupashkar,Tcheboksary,Tjeboksary,Tscheboksary,Tseboksaro,Tseboksary,Tsjeboksary,Teboksary,Teboksar,chebogsali,chebokusaru,z'bwqsry,eboksari,eboksari,eboksary,Чебоксары,Шупашкар,',,,;56.13222;47.25194;P;PPLA;RU;;16;;;;446781;;106;Europe/Moscow;17.01.2012
