geonameid;name;latitude;longitude;fclass;acode;population
564929;Дружба;44.1953;42.017;P;27;3153
520798;НИЖ.БАСКУНЧАК,Нижний Баскунчак;48.21978;46.83105;P;7;3153
1540853;Тимирязвский,Тимирязевский;54.92917;60.7625;P;13;3153
563395;Этока;43.91944;43.04833;P;70;3152
480410;Туношна;57.54589;40.12543;P;88;3152
2123688;ЛОСОСИНА,Лососина;48.9975;140.31064;P;30;3151
494846;Шепси;44.0355;39.1474;P;38;3151
484122;Татарская Пишля;54.06085;44.89978;P;46;3150
463655;Зензели;45.92407;47.04739;P;0;3147
1503796;Хандагайты;50.73333;92.05;P;79;3146
523560;Нагутское;44.4415;42.8762;P;70;3146
519005;Новоблагодарное;44.14333;42.875;P;70;3146
470762;ВЯРТСИЛЯ;62.17645;30.69296;P;28;3145
1484956;Зудилово;53.4927;83.8937;P;4;3144
545752;Комсомолец;44.01972;43.56972;P;70;3143
467819;Елховка;53.86668;50.28319;P;65;3142
495102;Шедок;44.2179;40.8487;P;38;3142
535625;Летник;46.011;41.2657;P;61;3141
507977;Подстепки;53.5151;49.1355;P;65;3140
505395;Пригородка;52.04472;39.71238;P;43;3140
505112;ПРИВОДИНО,Приводино;61.07599;46.50238;P;6;3140
802629;Ковалевское;45.19417;40.97611;P;38;3139
507643;Поим;53.02639;43.18721;P;57;3138
491158;Соколовское;45.25833;40.67972;P;38;3138
477629;УВАРОВКА;55.52778;35.60611;P;47;3136
545791;Коммунар;56.11222;40.44666;P;83;3135
1506676;ГАРИ,Гари;59.43074;62.34967;P;71;3134
502124;Репное;51.5921;43.1861;P;67;3131
803021;Лермонтов-Юрт,Хамби-Ирзе,Хамби-Ирзи,Хаьмбин-Ирзе;43.23502;45.45302;P;12;3130
474940;Верхний Куркужин,Куркужин;43.69556;43.27472;P;22;3129
1501876;КРАСНЫЙ ЯР,Красный Яр;57.1275;84.53028;P;75;3128
515309;Олым,Олымский;51.6798;38.1758;P;41;3128
1506834;ФИЛИМОНОВО,Филимоново;56.20111;95.46111;P;91;3127
826558;Сурок;56.44694;48.12139;P;45;3126
6696921;Североморск-3;68.87862;33.72631;P;;3125
575514;БОГОРОДСКОЕ,Богородское;57.82849;50.74856;P;33;3123
556516;ИМ.СТЕПАНА РАЗИНА,Имени Степана Разина,имени Степана Разина;54.8932;44.29627;P;51;3123
508311;Подгорная Покровка,Подгородняя Покровка;51.82808;54.9874;P;55;3123
1491428;Солтон;52.8429;86.4787;P;4;3122
2015469;Новонукутский;53.7002;102.7117;P;20;3121
1507934;Червишёво;56.94635;65.42782;P;78;3113
542637;Красная Пойма;55.00138;39.07997;P;47;3113
513051;ПАЛКИНО,Палкино;57.54088;28.01257;P;60;3112
825760;Южный;54.54837;20.59843;P;23;3111
463690;Землянск;51.9041;38.7334;P;86;3111
2017842;Покосное;55.52583;101.05361;P;20;3110
488839;Староджерелиевская;45.47599;38.2968;P;38;3106
564579;Дубовый Умет,Дубовый Умёт;52.97629;50.28569;P;65;3105
514572;ОСИНКИ,Осинки;52.8432;49.5132;P;65;3103
535253;Лихой;48.12662;40.20556;P;61;3102
505795;Пояконда;66.59428;32.82088;P;49;3100
504875;Кипень;59.67649;29.85311;P;42;3098
520784;Нижний Черек;43.51306;43.91389;P;22;3098
559020;Гражданское;44.23;42.7698;P;70;3097
490914;Соломенское;44.21667;44.35278;P;70;3096
526296;Мирской;45.5439;40.3998;P;38;3095
541341;Красн.Яр,Красный Яр;51.62917;46.42167;P;67;3095
495412;Щеглово;60.02839;30.75289;P;42;3095
1491977;ШУМСКИЙ,Шумский;54.8318;99.1328;P;20;3095
1511361;АРТЫШТА,Артышта;54.1222;86.2909;P;29;3090
2024848;ДРОВЯНАЯ,Дровяная;51.5762;113.04078;P;93;3090
2013727;Ванавара;60.34;102.27972;P;91;3090
542680;Красная Поляна;45.0548;41.1031;P;38;3090
803498;Высокое;43.46304;39.96701;P;38;3090
2121197;Синегорье;62.07881;150.47699;P;44;3088
580167;Айша;55.87035;48.63187;P;73;3086
533651;ЛУГОВАЯ,Луговая;56.05;37.48333;P;47;3086
2027911;АЛЕКСЕЕВСК,Алексеевка,Алексеевская;57.85;108.4;P;20;3082
550366;ХЕЛЮЛЯ,Хелюля;61.73333;30.68333;P;28;3082
488706;Старопавловская;43.84889;43.63278;P;70;3081
582447;Алмазный;48.04476;40.04501;P;61;3080
579468;Балашейка;53.2841;48.0851;P;65;3080
541722;КРАСНЫЙ ГУЛЯЙ,Красный Гуляй;54.02821;48.33327;P;81;3080
554692;Кабаково;54.5369;56.1517;P;8;3078
469991;Высоцкое;45.025;42.90639;P;70;3078
554791;ИЗМАЙЛОВО,Измайлово;53.72114;47.24581;P;81;3075
826997;Леплей;54.3092;42.8599;P;46;3074
2023427;Исток;52.09528;106.2475;P;11;3072
565052;Дракино;51.13898;39.40215;P;86;3071
508273;Подклетное;51.58993;39.4623;P;86;3070
464621;ЗАРЕЧНЫЙ,Заречный;53.7306;39.59437;P;62;3069
506123;Поселки;53.13236;46.50307;P;57;3069
483281;Терская;43.72376;44.72442;P;68;3069
556170;Ирклиевская;45.85635;39.65381;P;38;3068
577817;Белое;45.04832;39.65143;P;1;3067
2016277;Соловьевск;54.23333;124.43333;P;5;3066
518344;Новописцово;57.32177;41.8531;P;21;3064
501616;Роговатое;51.23;38.3818;P;9;3062
501012;Рождествено;55.85444;37.04935;P;47;3062
2013918;Усть-Мая;60.41667;134.53333;P;63;3062
1540484;Кедровый;57.51972;79.51556;P;75;3061
576666;Бессоновка;50.52644;36.30107;P;9;3060
494514;Шихазаны;55.56047;47.39297;P;16;3060
477774;УСВЯТЫ;55.74556;30.75333;P;60;3060
580881;Арсаки;56.38333;38.48333;P;83;3059
484367;Таремское;55.92889;43.04433;P;51;3059
1510690;Бай-Хаак,Бай-Хак;51.16667;94.5;P;79;3058
826995;Парца;54.3653;42.8617;P;46;3056
570827;Буревестник;56.14403;43.78832;P;51;3054
551667;Кавказский;44.2672;42.2347;P;27;3052
555962;Балч-Эвл,Ишхой-Юрт,Ишхойн-Эвла,Ишхойн-Юрт,Танты;43.21278;46.38936;P;12;3051
1490590;Суг-Аксы,Сут-Холь;51.40698;91.29244;P;79;3051
1491088;Сростки;52.4209;85.69923;P;4;3049
463446;ЖДАНКОВСКИЙ,Жданковский;53.75321;38.17951;P;76;3046
503682;Путянино,Путятино;54.15998;41.1169;P;62;3044
1492342;Щелкун;56.30338;60.94831;P;71;3044
548383;Кировский;51.41667;36.66667;P;41;3043
463880;Зеленец;61.88485;50.74892;P;34;3040
561179;ГЛОТОВКА,Глотовка;53.94906;46.70422;P;81;3039
498421;Сатис;54.9229;43.22977;P;51;3039
467856;Елизаветино;59.49157;29.79376;P;42;3037
552568;Кардаилово;51.53861;53.90417;P;55;3036
576080;Блечепсин;44.82028;40.50028;P;1;3031
549891;Ходзь;44.5102;40.7142;P;1;3028
581540;Антиповка;49.82994;45.31216;P;84;3021
563057;Федоровское,Фёдоровское;59.66306;30.53222;P;42;3013
2019323;Нерчинский Завод;51.3088;119.61;P;93;3012
1496124;Онохино;56.92501;65.5394;P;78;3012
569743;Чайковская;58.1288;55.5352;P;90;3007
560191;Гордеевка;52.9569;31.9703;P;10;3005
510442;ПЕСОЧНОЕ,Песочное;58.00597;39.17717;P;88;3005
1509958;Бобровка;53.18361;83.87639;P;4;3001
584365;Абрау-Дюрсо;44.69973;37.60098;P;38;3000
8260661;Емар;43.20417;132.15643;P;59;3000
469081;Янисъярви;61.88333;30.95;P;28;3000
543948;Костино;56.03333;37.91667;P;47;3000
6930055;Муромцево;55.93016;40.89901;P;;3000
500502;Рускеала;61.93333;30.58333;P;28;3000
479055;Умет,Умёт;54.11611;42.6975;P;46;3000
575519;Богородское;57.04694;41.01354;P;21;2998
463053;Жилетово;54.69216;36.02225;P;25;2998
1502113;КРАСНОГОРСКИЙ,Красногорский;54.5471;86.281;P;29;2994
466710;ЮГАНЕЦ;56.2508;43.23069;P;51;2991
560646;Головино;55.96128;40.42511;P;83;2990
551047;КЕРЧЕВСКИЙ,Керчевский;59.9456;56.2959;P;90;2990
535670;ЛЕСОГОРСКИЙ,Лесогорский;61.04549;28.92938;P;42;2989
503479;ПЯТОВСКИЙ,Пятовский;54.68908;36.05634;P;25;2986
479537;УГЛЕРОДОВСКИЙ,Углеродовсий;48.14704;40.06207;P;61;2986
1493049;Саранпауль;64.26667;60.91667;P;32;2985
463356;ЖЕЛЕЗНОДОРОЖНЫЙ;54.36326;21.3057;P;23;2984
535639;Летка;59.60111;49.42321;P;34;2984
519777;Нов.Чигла,Новая Чигла;51.22333;40.47806;P;86;2978
540078;КУБАЧИ,Кубачи;42.08598;47.60338;P;17;2977
507899;ПОДЮГА,Подюга;61.095;40.86472;P;6;2977
472714;ВОЛХОВСКИЙ;58.58;31.31641;P;52;2975
1490591;Суслово;56.21667;88.11667;P;29;2974
865506;Правокубанский;43.91721;41.88413;P;27;2971
1500252;ЛУГОВСКОЙ,Луговской;56.95849;64.52897;P;71;2969
1493273;Совхозный;56.76374;60.54938;P;71;2968
559853;Горки Вторые,Горки-2;55.72565;37.1635;P;47;2966
533933;Ловозеро;68.00638;35.01589;P;49;2963
1494071;Просвет;55.57028;65.0825;P;40;2961
568822;Черницыно;51.50739;36.05101;P;41;2959
526489;Миндяк;54.0231;58.7891;P;8;2955
541791;Красн.Четаи,Красные Четаи;55.68871;46.13865;P;16;2954
1506938;Эрзин;50.261;95.1623;P;79;2952
545467;Конево,Конёво;62.12152;39.31921;P;6;2951
479850;Тюлячи;55.89125;50.23992;P;73;2949
512247;Павино;59.1139;46.14142;P;37;2947
509926;ПЕТРОВСКИЙ,Петровский;56.6421;40.32026;P;21;2943
548040;Китово;56.86586;41.28246;P;21;2934
525990;Мизур;42.85376;44.06393;P;68;2934
2016405;Смоленка;52.13523;113.4974;P;93;2933
476297;ВАЖИНЫ;60.96444;34.02222;P;42;2926
543396;Койгородок;60.44498;50.9968;P;34;2924
555681;Ахалхеви,Итон-Кхаьлла,Итон-Кхелли,Итум-Кале,Итум-Кали;42.73557;45.57576;P;12;2922
525280;Моргауши;55.9643;46.7743;P;16;2922
527263;МЕЖЕВОЙ,Межевой,СУЛЕЯ;55.17111;58.78139;P;13;2920
538049;Куйбышевский Затон;55.1593;49.1701;P;73;2919
509451;ПИНЮГ,Пинюг;60.25095;47.78425;P;33;2915
546374;КОЛОБОВО,Колобово;56.70199;41.34173;P;21;2910
1505003;КАЛИНОВО,Калиново;57.1317;60.1464;P;71;2901
798536;Рабочеостровск;64.98547;34.76611;P;28;2900
463465;ЖАВОРОНКИ;55.64942;37.10101;P;47;2899
564878;ДРУЖИНИНО,Дружинино;56.78945;59.51428;P;71;2897
1497780;Нейво-Рудянка;57.3444;60.1343;P;71;2895
556480;Имени Владимира Ильича Ленина;53.56422;46.9801;P;81;2889
1512101;АГИРИШ,Агириш;61.92472;63.02306;P;32;2886
582533;Аликово;55.73827;46.75493;P;16;2886
2119964;ВАХРУШЕВ;48.98333;142.96667;P;64;2884
2123371;МАЙСКИЙ,Майский;48.99753;140.20528;P;30;2883
465446;Захарово;54.366;39.2792;P;62;2882
470274;ВЫШКОВ,Вышков;52.4764;31.6873;P;10;2881
492860;СИНДОР,Синдор;62.86286;51.89051;P;34;2880
517144;НОВ.ГОРКИ,Новые Горки;56.72535;41.06014;P;21;2877
1511217;Ая;51.94532;85.80168;P;4;2876
504376;Пшада;44.47;38.3996;P;38;2875
539897;КУДЕЕВСКИЙ,Кудеевский;54.87583;56.75667;P;8;2872
568400;ЧЕРУСТИ,Черусти;55.54976;40.01071;P;47;2867
491660;СМОЛИНО,Смолино;56.27526;43.09109;P;51;2862
1501429;Куминский;58.66667;66.56667;P;32;2860
2027004;Баяндай;53.06611;105.51389;P;20;2854
557531;ИГНАТОВКА,Игнатовка;53.94787;47.6536;P;81;2853
509998;Петрово-Дальнее;55.74678;37.17347;P;47;2850
1494482;ПОЛУНОЧНОЕ,Полуночное;60.86972;60.41528;P;71;2848
563990;ДВИНСКОЙ,Двинской;62.1519;45.1184;P;6;2845
1495101;Петропавловское;52.0712;84.107;P;4;2839
497165;СЕМХОЗ,Семхоз;56.28333;38.06667;P;47;2838
7536147;Сингапай;61.15452;72.66072;P;32;2837
2018882;НОВОРАЙЧИХИНСК,Новорайчихинск;49.7798;129.594;P;5;2835
562625;Фирсановка;55.95361;37.24083;P;47;2824
481900;Тпиг;41.78007;47.58896;P;17;2823
520473;Нижний Уфалей;55.91528;59.98417;P;13;2818
578230;Белая;51.05444;35.71611;P;41;2810
2014038;УШУМУН;52.78333;126.53333;P;5;2808
561593;Георгиевское;58.731;45.02404;P;37;2800
511865;Печенга;69.52587;31.17027;P;49;2791
509029;Плес,Плёс;57.45862;41.51579;P;21;2790
553791;КАМЕНЕЦКИЙ,Каменецкий;54.01353;38.22115;P;76;2788
550973;КЕРВА,Керва;55.61167;39.57665;P;47;2784
581178;Ардонь;52.73524;32.30857;P;10;2775
509278;ПИСЦОВО;57.17904;40.52983;P;21;2775
496023;ШАХТА,Шахта;59.0905;57.6575;P;90;2767
1490918;Старый Надым;65.61182;72.68417;P;87;2766
1493756;РАЗДОЛИНСК,Раздолинск;58.42111;94.66583;P;91;2762
529507;Мантурово;51.4547;37.1282;P;41;2755
545728;КОМСОМОЛЬСКИЙ,Комсомольский;43.97833;46.69852;P;17;2753
489999;Советское,Хебда;42.44423;46.55172;P;17;2749
562627;ФИРОВО,Фирово;57.48135;33.70211;P;77;2746
487629;СТЕПАНЦЕВО,Степанцево;56.13143;41.7032;P;83;2744
526504;Милютинская;48.62788;41.66788;P;61;2743
577548;БЕЛЫЙ-ГОРОДОК,Белый Городок;56.965;37.5125;P;77;2735
583491;Алабушево;56.01667;37.15;P;47;2733
1502758;КОММУНАР,Коммунар;54.35389;89.29222;P;31;2730
504000;ПУШКИНО;51.235;46.97417;P;67;2728
545978;КОЛЮБАКИНО,Колюбакино;55.668;36.53234;P;47;2724
2019935;МНОГОВЕРШИННЫЙ,Многовершинный;53.93528;139.92417;P;30;2719
559736;ГОРНЫЙ,Горный;47.81592;40.20363;P;61;2716
2017452;РЕТТИХОВКА,Реттиховка;44.1681;132.7691;P;59;2712
533418;Луковецкий;64.2956;41.9211;P;6;2701
561804;Гавриловка Вторая;52.87697;42.76633;P;72;2699
525025;Мошенское;58.51016;34.59108;P;52;2697
483689;Тёмкино;55.10917;35.01389;P;69;2692
1502750;Коммунистический,САМЗА;61.67889;64.48194;P;32;2690
1497973;Научный Городок;53.4203;83.521;P;4;2687
495983;ШАЛАКУША,Шалакуша;62.22472;40.25389;P;6;2684
2023298;КАЛАНГУЙ,Калангуй;51.01667;116.51667;P;93;2679
1500468;ЛИСТВЯНСКИЙ,Листвянский;54.4399;83.4984;P;53;2673
471160;Вознесенье;61.0106;35.47813;P;42;2673
1539045;МАЛИНОВСКИЙ,Малиновский;61.19528;62.83972;P;32;2672
567748;ЧУФАРОВО,Чуфарово;54.0963;47.3367;P;81;2671
2020738;ЛИТОВКО,Литовко;49.23611;135.17417;P;30;2670
472751;Волго-Каспийский;46.20306;47.91869;P;7;2662
539233;Кумух;42.17036;47.11606;P;17;2658
462815;Жуковка;56.48333;37.51667;P;47;2647
578947;Барятино;54.31206;34.52096;P;25;2645
498703;САРАНА,Сарана;56.47728;57.72586;P;71;2640
576053;Ближне-Песочное;55.3456;42.1015;P;51;2634
483898;Тайцы;59.66444;30.11472;P;42;2631
469577;ЯКОВЛЕВО;50.86033;36.44784;P;9;2629
481439;Тросна;52.4446;35.7791;P;56;2627
1488048;Улаган,Усть-Улаган;50.63258;87.96046;P;3;2623
578339;Бегичевский;53.79605;38.25498;P;76;2616
2122293;ОЗЕРНОВСКИЙ,Озерновский;51.5;156.51667;P;92;2615
533432;ЛУКНОВО,Лукново;56.18045;42.03987;P;83;2614
496097;ШАФРАНОВО,Шафраново;53.96667;54.76667;P;8;2611
1485275;ЗЕЛЕНЫЙ БОР;53.62178;91.61528;P;91;2604
578138;Белая Речка;56.28491;39.40665;P;83;2603
1497778;Нейво-Шайтанский;57.7286;61.24956;P;71;2602
572090;Боровой;64.6121;32.24968;P;28;2600
543864;Кострово;55.89429;36.69491;P;47;2600
463050;ЖИЛЕВО;55.01408;38.01106;P;47;2600
479619;УДИМСКИЙ;61.14171;45.91442;P;6;2594
1493083;Санниково;53.3448;83.9749;P;4;2592
475206;Верхний Авзян;53.52889;57.53722;P;8;2581
2023029;Казачинское;56.26667;107.58;P;20;2581
1512019;Аксарка;66.56056;67.7975;P;87;2576
557979;Гуниб;42.38758;46.96509;P;17;2576
529387;Марево;57.31461;32.08045;P;52;2571
2017377;РУДНЫЙ,Рудный;44.2764;134.9568;P;59;2567
2017063;СЕЛЕНДУМА,Селендума;50.91306;106.24056;P;11;2562
2122414;ОРОТУКАН,Оротукан;62.26667;151.7;P;44;2560
544084;Кослан;63.45642;48.89891;P;34;2547
505820;Повенец;62.8487;34.82621;P;28;2539
580931;АРКУЛЬ,Аркуль;57.28085;50.044;P;33;2537
2022394;ХОЛБОН,Холбон;51.88333;116.25;P;93;2537
4031574;Провидения;64.39929;-173.21732;P;15;2536
503581;Пяозерский;65.7687;31.08925;P;28;2534
2027806;АМАЗАР,Амазар;53.858;120.875;P;93;2527
871870;Мурсалимкино;55.0379;58.5585;P;8;2527
2027933;Александровский Завод;50.9237;117.9374;P;93;2516
2021992;КЛИЧКА,Кличка;50.4457;117.996;P;93;2514
576093;БЛАГОЕВО,Благоево;63.4231;47.9646;P;34;2510
478699;УРМАН,Урман;54.88314;56.87417;P;8;2509
534841;Лисий Нос;60.01686;30.02008;P;66;2508
2126123;ЧОКУРДАХ,Чокурдах;70.63333;147.91667;P;63;2506
524649;Мстихино;54.55947;36.12777;P;25;2500
496165;Шабельское;46.85275;38.47278;P;38;2500
560285;ГОРБАТОВ;56.1311;43.06363;P;51;2495
525509;МОЛОКОВО,Молоково;58.16611;36.76278;P;77;2490
479539;Углегорский;48.24274;41.2531;P;61;2485
490846;СОЛОТЧА,Солотча;54.7897;39.83336;P;62;2481
2023584;Имени Полины Осипенко,им.Полины Осипенко,имени Полины Осипенко;52.4201;136.4853;P;30;2479
2016477;СИВАКИ,Сиваки;52.63333;126.75;P;5;2479
549854;ХОХЛОВО,Хохлово;59.14923;37.39978;P;85;2478
554153;КАЛИНО,Калино;58.2504;57.6085;P;90;2473
476046;Великооктябрьский;57.43334;33.81595;P;77;2472
539946;Кучугуры;45.40702;36.95586;P;38;2471
490743;Сольвычегодск;61.33046;46.91559;P;6;2465
2026657;БИРАКАН,Биракан;48.9941;131.7155;P;89;2463
512471;ПАРТИЗАН,Партизан;53.95017;38.09801;P;76;2462
579951;БАБИНО;56.22564;43.6238;P;51;2456
2014694;ТЫРМА;50.08333;132.16667;P;30;2445
2121198;СИНЕГОРСК,Синегорск;47.16667;142.5;P;64;2444
577375;БЕРЕЗАЙКА,Березайка;57.98833;33.90361;P;77;2432
475619;ВЕРХНЕЧУСОВСКИЕ ГОРОДКИ,Верхнечусовские Городки;58.1671;57.1086;P;90;2427
2121385;Северо-Курильск;50.67889;156.125;P;64;2422
2122389;ОССОРА,Оссора;59.23528;163.07194;P;92;2420
1497736;Никитинский;54.5845;86.0115;P;29;2419
1491229;СОВЕТСКИЙ,Советский;67.48333;64.41667;P;34;2415
2121874;ПРАВДА,Правда;46.93956;142.00903;P;64;2412
466724;Юг;57.7293;56.172;P;90;2412
2015547;ТАРБАГАТАЙ,Тарбагатай;51.1747;109.0931;P;93;2412
1503481;Хулимсунт;62.86333;61.64361;P;32;2409
546633;КОКОРЕВКА,Кокоревка;52.5874;34.2692;P;10;2403
548302;КИРЯ,Киря;55.08102;46.86091;P;16;2402
550201;Хив;41.75428;47.93063;P;17;2401
486236;СУНА,Суна;57.83379;50.05884;P;33;2400
473349;Вистино;59.78029;28.48157;P;42;2400
1497163;НОВОАСБЕСТ,Новоасбест;57.74225;60.28773;P;71;2394
493201;Шуйское;59.37356;41.03047;P;85;2389
2126785;Белая Гора;68.53333;146.41667;P;63;2383
2055868;Янталь;56.8471;105.2542;P;20;2383
557754;Гусь-Железный;55.05811;41.16556;P;62;2381
494275;ШИРИНГУШИ,Ширингуши;53.8485;42.76759;P;46;2369
1492110;ШИТКИНО,Шиткино;56.3703;98.3543;P;20;2363
476548;Васильевский Мох;57.01316;35.91897;P;77;2363
501847;Рочегда;62.6678;43.4133;P;6;2362
2024122;Газимурский Завод;51.5461;118.3266;P;93;2358
509273;ПИТЕЛИНО,Пителино;54.57768;41.81448;P;62;2355
542121;Красное;50.9297;38.6817;P;9;2352
541679;Красный Ключ;55.38625;56.65287;P;8;2348
2019296;НЕВЕР,Невер;53.98333;124.16667;P;5;2344
1488616;УК,Ук;55.079;98.8586;P;20;2342
555617;Иванино;51.6434;35.5769;P;41;2333
2017384;РУДНАЯ ПРИСТАНЬ,Рудная Пристань;44.3607;135.8105;P;59;2332
544119;КОСИНО,Косино;58.41272;51.27819;P;33;2330
575480;Боговарово;58.97849;47.02462;P;37;2327
462964;Жирятино;53.2228;33.7306;P;10;2324
467464;ЕПИФАНЬ,Епифань;53.82526;38.55181;P;76;2310
2018365;ОРЛОВСКИЙ,Орловский;51.03333;114.83333;P;93;2303
548964;ХВАТОВКА,Хватовка;52.35236;46.56282;P;67;2301
1509008;Бор,Подкаменная Тунгуска;61.60111;90.01806;P;91;2300
1499385;Манзя;58.49222;96.26167;P;91;2298
579560;БАКШЕЕВО,Бакшеево;55.7086;39.87666;P;47;2296
490064;Советская;49.00912;42.12178;P;61;2293
522580;НЕРЛЬ,Нерль;56.66285;40.38931;P;21;2292
504280;ПУДЕМ,Пудем;58.3047;52.1673;P;80;2278
472328;Волот;57.92778;30.7025;P;52;2276
486163;СУРА,Сура;53.88786;45.74192;P;57;2275
466013;ЮЖНЫЙ КОСПАШСКИЙ,Южный-Коспашский;58.9725;57.759;P;90;2275
485449;СВОБОДНЫЙ;52.33039;46.37122;P;67;2275
1488937;ТУРГОЯК,Тургояк;55.15;60.11833;P;13;2275
514744;ОРША,Орша;56.91196;36.22862;P;77;2272
2018567;Оленек,Оленёк;68.50925;112.4691;P;63;2265
1485286;ЗЕЛЕНОБОРСК;61.47088;64.04344;P;32;2252
477958;Усть-Шоноша;61.1531;41.343;P;6;2252
548387;КИРОВСКИЙ,Кировский;45.84639;48.12472;P;7;2249
4031742;Эгвекинот;66.31667;-179.16667;P;15;2248
493566;ШУГУРОВО,Шугурово;54.50828;52.13265;P;73;2243
1494739;Подсосново;53.3721;78.9184;P;4;2240
1537749;Ильичево;53.27889;91.84028;P;91;2239
521123;НИЖНЕИВКИНО,Нижнеивкино;58.19398;49.52137;P;33;2234
489043;СТАРАЯ ТОРОПА,Старая Торопа;56.28012;31.67018;P;77;2232
1510817;БАРЗАС,Барзас;55.71667;86.31667;P;29;2230
2020311;МАМАКАН,Мамакан;57.81611;114.00278;P;20;2229
525961;МОЧАЛИЩЕ,Мочалище;56.3306;48.3547;P;45;2225
578732;Батетский,Батецкий;58.6461;30.30268;P;52;2223
505270;ПРИМОРСК,Приморск;54.73905;20.00553;P;23;2222
476055;Великодворский;55.24996;40.6678;P;83;2218
480654;Туголесский Бор;55.55051;39.82422;P;47;2217
1489401;Салдам,Тоора-Хем;52.46556;96.11796;P;79;2214
2018930;НОВОКИЖИНГИНСК,Новокижингинск;51.6115;109.5917;P;11;2214
496307;Северный-Коспашский;59.0897;57.8039;P;90;2212
462022;Зубово;60.3181;36.9709;P;85;2209
2123621;МАГО,Маго;53.25139;140.18222;P;30;2206
1495561;Париж;53.2974;60.1005;P;13;2200
6418052;Поведники;55.97;37.6;P;47;2200
544318;Коса;59.9449;54.9895;P;90;2199
523051;НЕБОЛЧИ,Неболчи;59.12393;33.34537;P;52;2198
493452;ШУМИХИНСКИЙ,Шумихинский;58.7448;57.6926;P;90;2192
1500335;ЛОСИНЫЙ,Лосиный;57.13862;61.06663;P;71;2189
573089;Большой Карай;51.60542;42.69006;P;67;2180
576342;Билярск;54.98358;50.38671;P;73;2179
828440;Первое Мая;56.16403;44.71955;P;51;2173
517009;НОВЫЙ КАРАЧАЙ,Новый Карачай;43.82076;41.90322;P;27;2172
518333;НОВОПОКРОВКА,Новопокровка;52.1331;40.8783;P;72;2167
1503931;КЕДРОВОЕ,Кедровое;57.1576;60.5698;P;71;2163
2023360;Известковый;48.9761;131.5517;P;89;2159
583973;Агвали;42.53853;46.11967;P;17;2158
463826;ЗЕЛЕНОГРАДСКИЙ;56.1;37.91667;P;47;2155
512255;ПАВЕЛЕЦ,Павелец;53.78833;39.24601;P;62;2152
477280;ВАЛЕРИАНОВСК,Валериановск;58.7608;59.5596;P;71;2152
555610;ИВАНИЩИ,Иванищи;55.77417;40.42731;P;83;2149
2120129;УПТАР;59.75;150.91667;P;44;2144
1489126;ЦЕМЕНТНОЗАВОДСКИЙ;67.62834;64.08965;P;34;2135
496290;Третий северный;60.20861;59.96111;P;71;2128
582926;АЛЕКСЕЕВКА,Алексеевка;52.30583;48.02611;P;67;2127
515966;ОКСОВСКИЙ,Оксовский;62.60623;39.89845;P;6;2123
527224;Мезиновский;55.5042;40.35932;P;83;2116
556462;ИМ.ВОРОВСКОГО,Имени Воровского,имени Воровского;55.7237;41.119;P;83;2110
470653;ВЯЗОВАЯ,Вязовая;54.905;58.35611;P;13;2101
1496391;Обуховское;56.8345;62.612;P;71;2100
6930874;Шикотан;43.79985;146.72138;P;;2100
463568;ЖАДОВКА,Жадовка;53.57464;46.94985;P;81;2098
490425;Сосково;52.74752;35.38277;P;56;2094
2022454;ХИНГАНСК,Хинганск;49.1261;131.2019;P;89;2093
504187;ПУКСООЗЕРО,Пуксоозеро;62.5903;40.6066;P;6;2086
1496441;Ныда;66.62472;72.92278;P;87;2078
553233;КАНАДЕЙ,Канадей;53.16786;47.52644;P;81;2076
569231;ЧЕРЕПЕТЬ,Черепеть;54.11784;36.37877;P;76;2070
2119640;ЯБЛОЧНЫЙ;47.16611;142.06611;P;64;2062
1490364;Таборы;58.51982;64.54947;P;71;2062
1488458;УРАЛ,Урал;55.9052;94.7537;P;91;2057
2024626;Джебарики-Хая;62.21667;135.8;P;63;2056
528233;Майский;53.96216;38.21165;P;76;2055
2020848;ЛЕНИНСКИЙ,Ленинский;58.57778;125.43056;P;63;2043
527979;МЕДВЕДОК,Медведок;57.38913;50.0351;P;33;2041
1494237;ПРЕДИВИНСК,Предивинск;57.0631;93.4374;P;91;2028
2125693;ЭВЕНСК,Эвенск;61.95;159.23333;P;44;2024
503281;РАДЧЕНКО,Радченко;56.68027;36.37178;P;77;2022
2012956;Ербогачен;61.27667;108.01083;P;20;2019
2022232;ХРЕБТОВАЯ,Хребтовая;56.7032;104.2494;P;20;2017
1511646;АНДРА,Андра;62.51472;65.88778;P;32;2013
474931;Верх.Ландех,Верхний Ландех;56.83971;42.5973;P;21;2009
1496073;Орлик;52.5178;99.825;P;11;2008
563354;ФАКЕЛ,Факел;57.631;53.0251;P;80;2006
466873;Ейское Укрепление;46.7063;38.6121;P;38;2000
1506418;Гоньба;53.4172;83.5747;P;4;2000
557292;Ильич;45.42488;36.77402;P;38;2000
797011;Контенко;45.35806;36.83222;P;38;2000
489158;Стар.Ладога,Старая Ладога;59.99872;32.29413;P;42;2000
478036;Усть-Луга;59.66755;28.28713;P;42;2000
520806;Нижний Архыз;43.67633;41.45556;P;27;2000
506188;Порт-Катон;46.879;38.756;P;61;2000
492657;Систа-Палкино;59.80042;28.91049;P;42;2000
1490055;Ташанта;49.71573;89.19425;P;3;2000
548763;КИКЕРИНО,Кикерино;59.46204;29.62993;P;42;1995
2120612;Тигиль;57.8;158.66667;P;92;1993
